Batter,Bowler,dismissed,match_played,runs_scored,ball_faced,average,strike_rate,batsman_impact
DR Smith,JDS Neesham,0,1,8,5,8.0,160.0,1.05
DR Smith,VR Aaron,0,2,20,13,20.0,153.846,1.0865375
DR Smith,DJ Hooda,0,1,10,4,10.0,250.0,1.625
DR Smith,NM Coulter-Nile,0,1,1,4,1.0,25.0,0.1625
DR Smith,Shakib Al Hasan,0,3,31,19,31.0,163.158,1.2134874999999998
DR Smith,CH Morris,0,5,34,30,34.0,113.333,0.92083125
DR Smith,MC Henriques,0,3,21,9,21.0,233.333,1.58958125
DR Smith,Mohammad Nabi,0,1,12,9,12.0,133.333,0.90833125
DR Smith,PP Chawla,0,3,14,8,14.0,175.0,1.18125
DR Smith,I Sharma,0,4,44,39,44.0,112.821,0.98013125
DR Smith,DS Kulkarni,0,2,13,11,13.0,118.182,0.8198875000000001
DR Smith,A Mishra,0,6,59,37,59.0,159.459,1.36536875
DR Smith,Imran Tahir,0,4,14,15,14.0,93.333,0.67083125
DR Smith,KW Richardson,0,1,7,4,7.0,175.0,1.1375
DR Smith,Harbhajan Singh,0,7,72,51,72.0,141.176,1.33235
DR Smith,S Nadeem,0,7,59,49,59.0,120.408,1.1213000000000002
DR Smith,BA Stokes,0,1,1,4,1.0,25.0,0.1625
DR Smith,AS Rajpoot,0,1,0,1,0.0,0.0,0.0
DR Smith,KV Sharma,0,4,49,37,49.0,132.432,1.13395
DR Smith,DW Steyn,0,5,27,36,27.0,75.0,0.6375
DR Smith,MM Sharma,0,5,44,30,44.0,146.667,1.19166875
DR Smith,MJ McClenaghan,0,4,25,25,25.0,100.0,0.78125
DR Smith,SL Malinga,0,5,21,28,21.0,75.0,0.6
DR Smith,STR Binny,0,5,21,14,21.0,150.0,1.06875
DR Smith,P Negi,0,1,1,2,1.0,50.0,0.31875
DR Smith,KC Cariappa,0,1,1,4,1.0,25.0,0.1625
DR Smith,YK Pathan,0,1,13,8,13.0,162.5,1.096875
DR Smith,BCJ Cutting,0,2,13,10,13.0,130.0,0.89375
DR Smith,Anureet Singh,0,1,0,1,0.0,0.0,0.0
DR Smith,SR Watson,0,6,29,31,29.0,93.548,0.765925
DR Smith,Ankit Sharma,0,4,41,27,41.0,151.852,1.205325
DR Smith,MG Johnson,0,2,20,12,20.0,166.667,1.16666875
DR Smith,JP Duminy,0,1,5,7,5.0,71.429,0.47768125
DR Smith,CJ Anderson,0,2,2,4,2.0,50.0,0.325
DR Smith,R Vinay Kumar,0,3,33,20,33.0,165.0,1.2375
DR Smith,Bipul Sharma,0,1,4,6,4.0,66.667,0.44166875
DR Smith,Z Khan,0,5,47,36,47.0,130.556,1.109725
DR Smith,P Kumar,0,5,41,40,41.0,102.5,0.896875
DR Smith,JP Faulkner,0,4,60,32,60.0,187.5,1.546875
DR Smith,S Aravind,0,3,15,11,15.0,136.364,0.946025
DR Smith,A Nehra,0,2,14,10,14.0,140.0,0.9625
DR Smith,IK Pathan,0,2,4,11,4.0,36.364,0.25227499999999997
DR Smith,SB Jakati,0,4,31,23,31.0,134.783,1.03614375
DR Smith,AB Dinda,0,2,15,10,15.0,150.0,1.03125
DR Smith,R Bhatia,0,5,30,16,30.0,187.5,1.359375
DR Smith,Iqbal Abdulla,0,4,82,49,82.0,167.347,1.55841875
DR Smith,MS Gony,0,1,10,5,10.0,200.0,1.3125
DR Smith,M Morkel,0,1,5,2,5.0,250.0,1.59375
DR Smith,NLTC Perera,0,2,7,7,7.0,100.0,0.66875
DR Smith,PV Tambe,0,2,15,10,15.0,150.0,1.03125
DR Smith,RP Singh,0,1,4,8,4.0,50.0,0.3375
DR Smith,GB Hogg,0,2,14,13,14.0,107.692,0.760575
DR Smith,Parvez Rasool,0,1,20,5,20.0,400.0,2.625
DR Smith,JA Morkel,0,5,63,36,63.0,175.0,1.4875
DR Smith,D Wiese,0,1,17,7,17.0,242.857,1.6241062499999999
DR Smith,MA Starc,0,5,25,30,25.0,83.333,0.67708125
DR Smith,Azhar Mahmood,0,1,3,6,3.0,50.0,0.33125
DR Smith,GS Sandhu,0,1,6,3,6.0,200.0,1.2875
DR Smith,M de Lange,0,1,0,13,0.0,0.0,0.0
DR Smith,Karanveer Singh,0,1,26,12,26.0,216.667,1.51666875
DR Smith,DJ Muthuswami,0,1,12,10,12.0,120.0,0.825
DR Smith,AN Ahmed,0,1,1,4,1.0,25.0,0.1625
DR Smith,P Suyal,0,1,11,9,11.0,122.222,0.8326374999999999
DR Smith,PP Ojha,0,1,19,14,19.0,135.714,0.9669625
DR Smith,L Balaji,0,5,27,39,27.0,69.231,0.6014437499999999
DR Smith,P Awana,0,3,14,15,14.0,93.333,0.67083125
DR Smith,KK Cooper,0,2,9,11,9.0,81.818,0.5676125
DR Smith,R Rampaul,0,2,10,7,10.0,142.857,0.95535625
DR Smith,VS Malik,0,1,19,15,19.0,126.667,0.91041875
DR Smith,WD Parnell,0,1,2,9,2.0,22.222,0.1513875
DR Smith,M Muralitharan,0,5,7,9,7.0,77.778,0.5298625
DR Smith,BW Hilfenhaus,0,2,41,18,41.0,227.778,1.6798625
DR Smith,JH Kallis,0,2,9,13,9.0,69.231,0.48894374999999995
DR Smith,LR Shukla,0,1,13,9,13.0,144.444,0.9840249999999999
DR Smith,SK Trivedi,0,5,45,38,45.0,118.421,1.02138125
DR Smith,RE van der Merwe,0,1,4,2,4.0,200.0,1.275
DR Smith,SMSM Senanayake,0,1,20,8,20.0,250.0,1.6875
DR Smith,J Syed Mohammad,0,2,5,5,5.0,100.0,0.65625
DR Smith,A Chandila,0,1,21,7,21.0,300.0,2.00625
DR Smith,S Sreesanth,0,1,16,8,16.0,200.0,1.35
DR Smith,R McLaren,0,1,9,6,9.0,150.0,0.99375
DR Smith,SW Tait,0,1,24,14,24.0,171.429,1.22143125
DR Smith,TM Dilshan,0,1,1,2,1.0,50.0,0.31875
DR Smith,JDP Oram,0,1,11,3,11.0,366.667,2.36041875
DR Smith,VY Mahesh,0,1,2,4,2.0,50.0,0.325
DR Smith,DL Vettori,0,1,16,9,16.0,177.778,1.2111125
DR Smith,DE Bollinger,0,1,3,3,3.0,100.0,0.64375
DR Smith,SK Warne,0,3,12,13,12.0,92.308,0.6519250000000001
DR Smith,JR Hopes,0,1,1,2,1.0,50.0,0.31875
DR Smith,AS Raut,0,1,2,2,2.0,100.0,0.6375
DR Smith,A Kumble,0,1,0,1,0.0,0.0,0.0
DR Smith,S Tyagi,0,1,7,2,7.0,350.0,2.23125
DR Smith,ST Jayasuriya,0,2,24,19,24.0,126.316,0.9394750000000001
DR Smith,MF Maharoof,0,1,2,4,2.0,50.0,0.325
DR Smith,T Thushara,0,1,9,4,9.0,225.0,1.4625
DR Smith,RR Raje,0,1,9,5,9.0,180.0,1.18125
DR Smith,SM Harwood,0,1,5,5,5.0,100.0,0.65625
DR Smith,Sohail Tanvir,0,1,1,2,1.0,50.0,0.31875
DR Smith,B Geeves,0,1,10,4,10.0,250.0,1.625
JP Faulkner,Mohammed Shami,0,2,5,5,5.0,100.0,0.65625
JP Faulkner,Rashid Khan,0,1,2,4,2.0,50.0,0.325
JP Faulkner,TA Boult,0,1,1,1,1.0,100.0,0.63125
JP Faulkner,YS Chahal,0,1,2,4,2.0,50.0,0.325
JP Faulkner,Mohammed Siraj,0,1,5,3,5.0,166.667,1.07291875
JP Faulkner,HV Patel,0,1,2,3,2.0,66.667,0.42916875
JP Faulkner,KH Pandya,0,1,4,8,4.0,50.0,0.3375
JP Faulkner,K Rabada,0,1,1,2,1.0,50.0,0.31875
JP Faulkner,B Kumar,0,4,21,9,21.0,233.333,1.58958125
JP Faulkner,JJ Bumrah,0,4,27,21,27.0,128.571,0.97231875
JP Faulkner,Kuldeep Yadav,0,1,3,1,3.0,300.0,1.89375
JP Faulkner,AR Patel,0,3,19,23,19.0,82.609,0.63505625
JP Faulkner,S Kaul,0,1,1,3,1.0,33.333,0.21458125
JP Faulkner,AD Russell,0,1,4,3,4.0,133.333,0.85833125
JP Faulkner,JO Holder,0,1,1,2,1.0,50.0,0.31875
JP Faulkner,MP Stoinis,0,1,9,8,9.0,112.5,0.759375
JP Faulkner,DJ Bravo,0,1,8,5,8.0,160.0,1.05
JP Faulkner,KA Pollard,0,1,0,2,0.0,0.0,0.0
JP Faulkner,PJ Cummins,0,1,11,5,11.0,220.0,1.44375
JP Faulkner,Sandeep Sharma,0,2,5,6,5.0,83.333,0.55208125
JP Faulkner,S Gopal,0,3,8,8,8.0,100.0,0.675
JP Faulkner,RA Jadeja,0,2,1,3,1.0,33.333,0.21458125
JP Faulkner,JD Unadkat,0,1,0,2,0.0,0.0,0.0
JP Faulkner,VR Aaron,0,1,19,5,19.0,380.0,2.49375
JP Faulkner,NM Coulter-Nile,0,3,10,5,10.0,200.0,1.3125
JP Faulkner,Shakib Al Hasan,0,1,2,3,2.0,66.667,0.42916875
JP Faulkner,DT Christian,0,1,4,3,4.0,133.333,0.85833125
JP Faulkner,CH Morris,0,2,21,12,21.0,175.0,1.225
JP Faulkner,MC Henriques,0,1,8,5,8.0,160.0,1.05
JP Faulkner,I Sharma,0,1,14,4,14.0,350.0,2.275
JP Faulkner,DS Kulkarni,0,1,6,7,6.0,85.714,0.5732125
JP Faulkner,A Mishra,0,2,4,5,4.0,80.0,0.525
JP Faulkner,Imran Tahir,0,3,7,7,7.0,100.0,0.66875
JP Faulkner,Harbhajan Singh,0,3,14,13,14.0,107.692,0.760575
JP Faulkner,KV Sharma,0,3,10,8,10.0,125.0,0.84375
JP Faulkner,DW Steyn,0,2,7,8,7.0,87.5,0.590625
JP Faulkner,MM Sharma,0,3,14,11,14.0,127.273,0.88295625
JP Faulkner,MJ McClenaghan,0,2,6,5,6.0,120.0,0.7875
JP Faulkner,SL Malinga,0,2,3,7,3.0,42.857,0.28660625
JP Faulkner,KC Cariappa,0,1,4,3,4.0,133.333,0.85833125
JP Faulkner,Anureet Singh,0,1,3,4,3.0,75.0,0.4875
JP Faulkner,MG Johnson,0,4,37,28,37.0,132.143,1.05714375
JP Faulkner,MK Tiwary,0,1,10,4,10.0,250.0,1.625
JP Faulkner,CJ Anderson,0,1,0,2,0.0,0.0,0.0
JP Faulkner,Yuvraj Singh,0,1,1,2,1.0,50.0,0.31875
JP Faulkner,R Vinay Kumar,0,4,7,7,7.0,100.0,0.66875
JP Faulkner,Z Khan,0,1,5,4,5.0,125.0,0.8125
JP Faulkner,P Kumar,0,2,8,7,8.0,114.286,0.7642875
JP Faulkner,MN Samuels,0,1,1,1,1.0,100.0,0.63125
JP Faulkner,S Aravind,0,1,4,5,4.0,80.0,0.525
JP Faulkner,A Nehra,0,1,6,4,6.0,150.0,0.975
JP Faulkner,AD Mathews,0,1,4,4,4.0,100.0,0.65
JP Faulkner,AB Dinda,0,4,6,10,6.0,60.0,0.4125
JP Faulkner,Iqbal Abdulla,0,1,0,1,0.0,0.0,0.0
JP Faulkner,NLTC Perera,0,2,13,9,13.0,144.444,0.9840249999999999
JP Faulkner,RP Singh,0,1,0,3,0.0,0.0,0.0
JP Faulkner,MA Starc,0,2,20,9,20.0,222.222,1.5138875
JP Faulkner,IC Pandey,0,1,4,2,4.0,200.0,1.275
JP Faulkner,BE Hendricks,0,1,13,5,13.0,260.0,1.70625
JP Faulkner,GS Sandhu,0,1,8,3,8.0,266.667,1.7166687499999997
JP Faulkner,RS Bopara,0,1,4,4,4.0,100.0,0.65
JP Faulkner,J Botha,0,1,2,3,2.0,66.667,0.42916875
JP Faulkner,Karanveer Singh,0,1,6,4,6.0,150.0,0.975
JP Faulkner,P Suyal,0,1,4,3,4.0,133.333,0.85833125
JP Faulkner,PP Ojha,0,2,4,6,4.0,66.667,0.44166875
JP Faulkner,L Balaji,0,2,20,7,20.0,285.714,1.9107125
JP Faulkner,P Awana,0,1,0,1,0.0,0.0,0.0
JP Faulkner,KK Cooper,0,1,3,2,3.0,150.0,0.95625
JP Faulkner,WD Parnell,0,1,3,2,3.0,150.0,0.95625
JP Faulkner,K Santokie,0,1,18,6,18.0,300.0,1.9875
JP Faulkner,R Shukla,0,1,13,4,13.0,325.0,2.1125
JP Faulkner,R Sharma,0,1,0,1,0.0,0.0,0.0
JP Faulkner,SMSM Senanayake,0,1,1,3,1.0,33.333,0.21458125
JP Faulkner,A Singh,0,1,6,4,6.0,150.0,0.975
Ankit Soni,B Kumar,0,1,0,3,0.0,0.0,0.0
Ankit Soni,S Kaul,0,1,0,3,0.0,0.0,0.0
Ankit Soni,JD Unadkat,0,1,0,1,0.0,0.0,0.0
Ankit Soni,MJ McClenaghan,0,1,7,2,7.0,350.0,2.23125
P Kumar,YS Chahal,0,1,1,3,1.0,33.333,0.21458125
P Kumar,B Kumar,0,4,9,7,9.0,128.571,0.85981875
P Kumar,MR Marsh,0,1,1,1,1.0,100.0,0.63125
P Kumar,S Kaul,0,1,1,1,1.0,100.0,0.63125
P Kumar,UT Yadav,0,4,14,12,14.0,116.667,0.81666875
P Kumar,SP Narine,0,1,0,1,0.0,0.0,0.0
P Kumar,AD Russell,0,1,0,4,0.0,0.0,0.0
P Kumar,MP Stoinis,0,1,6,3,6.0,200.0,1.2875
P Kumar,DJ Bravo,0,1,1,2,1.0,50.0,0.31875
P Kumar,KA Pollard,0,1,1,1,1.0,100.0,0.63125
P Kumar,Sandeep Sharma,0,1,2,4,2.0,50.0,0.325
P Kumar,Mustafizur Rahman,0,1,1,2,1.0,50.0,0.31875
P Kumar,CJ Jordan,0,2,1,3,1.0,33.333,0.21458125
P Kumar,NM Coulter-Nile,0,1,1,1,1.0,100.0,0.63125
P Kumar,CH Morris,0,1,2,4,2.0,50.0,0.325
P Kumar,PP Chawla,0,1,0,2,0.0,0.0,0.0
P Kumar,I Sharma,0,3,4,5,4.0,80.0,0.525
P Kumar,DS Kulkarni,0,2,15,11,15.0,136.364,0.946025
P Kumar,A Mishra,0,1,0,2,0.0,0.0,0.0
P Kumar,Harbhajan Singh,0,1,1,2,1.0,50.0,0.31875
P Kumar,DW Steyn,0,3,1,9,1.0,11.111,0.07569375
P Kumar,MM Sharma,0,2,8,8,8.0,100.0,0.675
P Kumar,MJ McClenaghan,0,2,1,3,1.0,33.333,0.21458125
P Kumar,SL Malinga,0,5,13,13,13.0,100.0,0.70625
P Kumar,YK Pathan,0,1,8,4,8.0,200.0,1.3
P Kumar,BCJ Cutting,0,1,2,2,2.0,100.0,0.6375
P Kumar,SR Watson,0,3,6,9,6.0,66.667,0.45416875
P Kumar,MG Johnson,0,1,5,3,5.0,166.667,1.07291875
P Kumar,R Vinay Kumar,0,1,0,1,0.0,0.0,0.0
P Kumar,JP Faulkner,0,1,8,4,8.0,200.0,1.3
P Kumar,MM Patel,0,3,2,6,2.0,33.333,0.22083124999999998
P Kumar,MN Samuels,0,1,1,2,1.0,50.0,0.31875
P Kumar,DR Smith,0,1,2,4,2.0,50.0,0.325
P Kumar,S Aravind,0,1,1,1,1.0,100.0,0.63125
P Kumar,A Nehra,0,1,2,2,2.0,100.0,0.6375
P Kumar,IK Pathan,0,2,1,4,1.0,25.0,0.1625
P Kumar,MS Gony,0,2,1,4,1.0,25.0,0.1625
P Kumar,M Morkel,0,1,0,2,0.0,0.0,0.0
P Kumar,NLTC Perera,0,2,3,5,3.0,60.0,0.39375
P Kumar,RP Singh,0,2,10,5,10.0,200.0,1.3125
P Kumar,GB Hogg,0,1,7,6,7.0,116.667,0.77291875
P Kumar,JA Morkel,0,2,6,7,6.0,85.714,0.5732125
P Kumar,J Botha,0,1,2,3,2.0,66.667,0.42916875
P Kumar,PP Ojha,0,1,1,2,1.0,50.0,0.31875
P Kumar,L Balaji,0,2,23,8,23.0,287.5,1.940625
P Kumar,KK Cooper,0,2,14,7,14.0,200.0,1.3375
P Kumar,WD Parnell,0,2,2,5,2.0,40.0,0.2625
P Kumar,JH Kallis,0,1,1,2,1.0,50.0,0.31875
P Kumar,LR Shukla,0,1,7,3,7.0,233.333,1.50208125
P Kumar,M Kartik,0,1,0,1,0.0,0.0,0.0
P Kumar,SK Trivedi,0,1,5,7,5.0,71.429,0.47768125
P Kumar,Harmeet Singh,0,1,1,1,1.0,100.0,0.63125
P Kumar,AB Agarkar,0,1,4,2,4.0,200.0,1.275
P Kumar,A Mithun,0,1,14,7,14.0,200.0,1.3375
P Kumar,S Sreesanth,0,1,0,2,0.0,0.0,0.0
P Kumar,SW Tait,0,1,1,2,1.0,50.0,0.31875
P Kumar,B Lee,0,1,2,2,2.0,100.0,0.6375
P Kumar,DP Nannes,0,1,1,1,1.0,100.0,0.63125
P Kumar,JDP Oram,0,2,3,3,3.0,100.0,0.64375
P Kumar,SC Ganguly,0,1,7,10,7.0,70.0,0.48125
P Kumar,AC Thomas,0,1,1,2,1.0,50.0,0.31875
P Kumar,A Singh,0,2,10,5,10.0,200.0,1.3125
P Kumar,KMDN Kulasekara,0,1,5,4,5.0,125.0,0.8125
P Kumar,SK Warne,0,3,27,19,27.0,142.105,1.05690625
P Kumar,CK Langeveldt,0,1,3,3,3.0,100.0,0.64375
P Kumar,JR Hopes,0,1,1,1,1.0,100.0,0.63125
P Kumar,SB Wagh,0,1,2,3,2.0,66.667,0.42916875
P Kumar,SB Styris,0,2,6,3,6.0,200.0,1.2875
P Kumar,CRD Fernando,0,1,1,4,1.0,25.0,0.1625
P Kumar,VRV Singh,0,2,7,6,7.0,116.667,0.77291875
P Kumar,MF Maharoof,0,1,1,1,1.0,100.0,0.63125
P Kumar,YA Abdulla,0,2,18,8,18.0,225.0,1.51875
P Kumar,T Henderson,0,1,1,2,1.0,50.0,0.31875
P Kumar,FH Edwards,0,1,6,2,6.0,300.0,1.9125
P Kumar,Sohail Tanvir,0,1,1,5,1.0,20.0,0.13125
P Kumar,M Ntini,0,1,6,3,6.0,200.0,1.2875
P Kumar,GD McGrath,0,2,7,9,7.0,77.778,0.5298625
MM Patel,B Kumar,0,1,0,1,0.0,0.0,0.0
MM Patel,UT Yadav,0,1,1,4,1.0,25.0,0.1625
MM Patel,RG Sharma,0,1,2,3,2.0,66.667,0.42916875
MM Patel,I Sharma,0,1,1,1,1.0,100.0,0.63125
MM Patel,A Nehra,0,2,1,2,1.0,50.0,0.31875
MM Patel,AB Dinda,0,1,1,2,1.0,50.0,0.31875
MM Patel,M Morkel,0,1,0,1,0.0,0.0,0.0
MM Patel,RP Singh,0,1,1,1,1.0,100.0,0.63125
MM Patel,PP Ojha,0,1,0,1,0.0,0.0,0.0
MM Patel,BA Bhatt,0,1,0,1,0.0,0.0,0.0
MM Patel,AB Agarkar,0,1,1,1,1.0,100.0,0.63125
MM Patel,DP Nannes,0,1,22,9,22.0,244.444,1.6652749999999998
MM Patel,JDP Oram,0,1,0,1,0.0,0.0,0.0
MM Patel,CK Langeveldt,0,1,2,3,2.0,66.667,0.42916875
MM Patel,A Kumble,0,2,0,4,0.0,0.0,0.0
MM Patel,SE Bond,0,1,3,2,3.0,150.0,0.95625
MM Patel,WPUJC Vaas,0,1,2,2,2.0,100.0,0.6375
MM Patel,SS Sarkar,0,1,2,2,2.0,100.0,0.6375
HM Amla,Mohammed Shami,0,1,1,4,1.0,25.0,0.1625
HM Amla,HH Pandya,0,1,3,4,3.0,75.0,0.4875
HM Amla,TA Boult,0,1,10,7,10.0,142.857,0.95535625
HM Amla,YS Chahal,0,2,31,22,31.0,140.909,1.07443125
HM Amla,R Ashwin,0,1,4,3,4.0,133.333,0.85833125
HM Amla,KH Pandya,0,1,20,16,20.0,125.0,0.90625
HM Amla,K Rabada,0,1,8,8,8.0,100.0,0.675
HM Amla,B Kumar,0,2,11,10,11.0,110.0,0.75625
HM Amla,JJ Bumrah,0,1,13,9,13.0,144.444,0.9840249999999999
HM Amla,UT Yadav,0,1,2,2,2.0,100.0,0.6375
HM Amla,TG Southee,0,1,0,5,0.0,0.0,0.0
HM Amla,SP Narine,0,1,2,10,2.0,20.0,0.1375
HM Amla,RD Chahar,0,1,3,6,3.0,50.0,0.33125
HM Amla,PJ Sangwan,0,1,10,6,10.0,166.667,1.10416875
HM Amla,RA Jadeja,0,2,25,16,25.0,156.25,1.1328125
HM Amla,Mustafizur Rahman,0,1,16,9,16.0,177.778,1.2111125
HM Amla,CJ Jordan,0,2,3,3,3.0,100.0,0.64375
HM Amla,TS Mills,0,1,7,3,7.0,233.333,1.50208125
HM Amla,Basil Thampi,0,2,41,18,41.0,227.778,1.6798625
HM Amla,AJ Tye,0,1,19,9,19.0,211.111,1.43819375
HM Amla,DL Chahar,0,1,7,12,7.0,58.333,0.40833125
HM Amla,DT Christian,0,1,11,4,11.0,275.0,1.7875
HM Amla,CH Morris,0,3,9,12,9.0,75.0,0.525
HM Amla,MC Henriques,0,1,21,10,21.0,210.0,1.44375
HM Amla,PP Chawla,0,1,1,1,1.0,100.0,0.63125
HM Amla,DS Kulkarni,0,1,15,15,15.0,100.0,0.71875
HM Amla,A Mishra,0,1,1,1,1.0,100.0,0.63125
HM Amla,Imran Tahir,0,1,3,4,3.0,75.0,0.4875
HM Amla,CR Woakes,0,1,10,4,10.0,250.0,1.625
HM Amla,Harbhajan Singh,0,1,5,4,5.0,125.0,0.8125
HM Amla,S Nadeem,0,3,7,8,7.0,87.5,0.590625
HM Amla,BA Stokes,0,1,2,3,2.0,66.667,0.42916875
HM Amla,KV Sharma,0,1,12,11,12.0,109.091,0.75681875
HM Amla,MJ McClenaghan,0,1,12,12,12.0,100.0,0.7
HM Amla,SL Malinga,0,1,51,18,51.0,283.333,2.08958125
HM Amla,C de Grandhomme,0,1,0,4,0.0,0.0,0.0
HM Amla,STR Binny,0,2,6,8,6.0,75.0,0.50625
HM Amla,P Negi,0,1,2,2,2.0,100.0,0.6375
HM Amla,BCJ Cutting,0,1,5,3,5.0,166.667,1.07291875
HM Amla,SK Raina,0,1,5,2,5.0,250.0,1.59375
HM Amla,SR Watson,0,2,9,7,9.0,128.571,0.85981875
HM Amla,B Stanlake,0,1,14,10,14.0,140.0,0.9625
HM Amla,Yuvraj Singh,0,1,6,3,6.0,200.0,1.2875
HM Amla,Z Khan,0,1,10,6,10.0,166.667,1.10416875
HM Amla,JP Faulkner,0,1,25,13,25.0,192.308,1.358175
HM Amla,Ankit Soni,0,1,16,10,16.0,160.0,1.1
HM Amla,A Choudhary,0,1,1,3,1.0,33.333,0.21458125
HM Amla,S Aravind,0,1,7,3,7.0,233.333,1.50208125
HM Amla,A Nehra,0,1,25,11,25.0,227.273,1.57670625
HM Amla,IK Pathan,0,1,10,8,10.0,125.0,0.84375
HM Amla,NB Singh,0,1,1,4,1.0,25.0,0.1625
HM Amla,SS Agarwal,0,1,12,8,12.0,150.0,1.0125
HM Amla,AB Dinda,0,2,8,11,8.0,72.727,0.5045437500000001
HM Amla,R Bhatia,0,1,3,3,3.0,100.0,0.64375
HM Amla,Iqbal Abdulla,0,1,9,7,9.0,128.571,0.85981875
HM Amla,NLTC Perera,0,1,7,3,7.0,233.333,1.50208125
S Aravind,LH Ferguson,0,1,1,1,1.0,100.0,0.63125
S Aravind,GJ Maxwell,0,1,2,5,2.0,40.0,0.2625
S Aravind,B Kumar,0,1,0,1,0.0,0.0,0.0
S Aravind,DJ Bravo,0,1,0,1,0.0,0.0,0.0
S Aravind,RA Jadeja,0,1,1,2,1.0,50.0,0.31875
S Aravind,JD Unadkat,0,1,5,4,5.0,125.0,0.8125
S Aravind,Basil Thampi,0,1,2,2,2.0,100.0,0.6375
S Aravind,AJ Tye,0,1,4,7,4.0,57.143,0.38214375
S Aravind,VR Aaron,0,1,2,1,2.0,200.0,1.2625
S Aravind,DT Christian,0,2,9,8,9.0,112.5,0.759375
S Aravind,Imran Tahir,0,1,0,1,0.0,0.0,0.0
S Aravind,CR Woakes,0,1,4,3,4.0,133.333,0.85833125
S Aravind,BA Stokes,0,1,1,3,1.0,33.333,0.21458125
S Aravind,C de Grandhomme,0,1,1,1,1.0,100.0,0.63125
S Aravind,JP Faulkner,0,1,2,5,2.0,40.0,0.2625
S Aravind,A Nehra,0,1,0,1,0.0,0.0,0.0
S Aravind,GB Hogg,0,1,0,2,0.0,0.0,0.0
S Aravind,RJ Harris,0,1,1,1,1.0,100.0,0.63125
S Aravind,Pankaj Singh,0,1,1,1,1.0,100.0,0.63125
S Aravind,A Singh,0,1,13,5,13.0,260.0,1.70625
S Aravind,SJ Srivastava,0,1,10,4,10.0,250.0,1.625
S Badree,GJ Maxwell,0,1,5,5,5.0,100.0,0.65625
S Badree,AR Patel,0,1,0,1,0.0,0.0,0.0
S Badree,RA Jadeja,0,1,2,2,2.0,100.0,0.6375
S Badree,JD Unadkat,0,2,1,7,1.0,14.286,0.0955375
S Badree,VR Aaron,0,1,1,2,1.0,50.0,0.31875
S Badree,Imran Tahir,0,1,1,2,1.0,50.0,0.31875
S Badree,CR Woakes,0,1,0,3,0.0,0.0,0.0
S Badree,MM Sharma,0,1,2,2,2.0,100.0,0.6375
S Badree,Ankit Soni,0,1,1,1,1.0,100.0,0.63125
A Choudhary,AR Patel,0,1,2,2,2.0,100.0,0.6375
A Choudhary,Basil Thampi,0,1,8,4,8.0,200.0,1.3
A Choudhary,AJ Tye,0,1,2,3,2.0,66.667,0.42916875
A Choudhary,MM Sharma,0,1,2,4,2.0,50.0,0.325
A Choudhary,BCJ Cutting,0,1,6,2,6.0,300.0,1.9125
A Choudhary,JP Faulkner,0,1,5,5,5.0,100.0,0.65625
IK Pathan,R Ashwin,0,6,29,23,29.0,126.087,0.96929375
IK Pathan,GJ Maxwell,0,1,2,3,2.0,66.667,0.42916875
IK Pathan,HV Patel,0,1,1,2,1.0,50.0,0.31875
IK Pathan,KH Pandya,0,1,0,1,0.0,0.0,0.0
IK Pathan,B Kumar,0,1,2,4,2.0,50.0,0.325
IK Pathan,AR Patel,0,2,2,5,2.0,40.0,0.2625
IK Pathan,UT Yadav,0,1,3,4,3.0,75.0,0.4875
IK Pathan,SP Narine,0,5,22,19,22.0,115.789,0.8611812499999999
IK Pathan,R Dhawan,0,3,3,6,3.0,50.0,0.33125
IK Pathan,DJ Bravo,0,5,21,27,21.0,77.778,0.6173625
IK Pathan,KA Pollard,0,1,2,3,2.0,66.667,0.42916875
IK Pathan,Sandeep Sharma,0,1,0,5,0.0,0.0,0.0
IK Pathan,PJ Sangwan,0,3,25,10,25.0,250.0,1.71875
IK Pathan,RA Jadeja,0,1,0,4,0.0,0.0,0.0
IK Pathan,JD Unadkat,0,2,7,8,7.0,87.5,0.590625
IK Pathan,Shakib Al Hasan,0,1,3,4,3.0,75.0,0.4875
IK Pathan,DT Christian,0,2,6,5,6.0,120.0,0.7875
IK Pathan,RG Sharma,0,1,10,7,10.0,142.857,0.95535625
IK Pathan,MC Henriques,0,1,9,5,9.0,180.0,1.18125
IK Pathan,PP Chawla,0,4,19,19,19.0,100.0,0.74375
IK Pathan,I Sharma,0,5,35,25,35.0,140.0,1.09375
IK Pathan,DS Kulkarni,0,2,1,3,1.0,33.333,0.21458125
IK Pathan,A Mishra,0,7,29,35,29.0,82.857,0.69910625
IK Pathan,KW Richardson,0,1,5,8,5.0,62.5,0.421875
IK Pathan,Harbhajan Singh,0,4,27,25,27.0,108.0,0.84375
IK Pathan,AS Rajpoot,0,1,0,2,0.0,0.0,0.0
IK Pathan,KV Sharma,0,1,3,3,3.0,100.0,0.64375
IK Pathan,DW Steyn,0,5,8,16,8.0,50.0,0.3625
IK Pathan,CH Gayle,0,2,5,6,5.0,83.333,0.55208125
IK Pathan,MM Sharma,0,1,2,2,2.0,100.0,0.6375
IK Pathan,SL Malinga,0,6,19,18,19.0,105.556,0.778475
IK Pathan,YK Pathan,0,4,31,24,31.0,129.167,1.00104375
IK Pathan,SK Raina,0,3,6,11,6.0,54.545,0.37840625
