Batter,Bowler,dismissed,match_played,runs_scored,ball_faced,average,strike_rate,batsman_impact
MS Dhoni,AB Dinda,0,4,41,24,41.0,170.833,1.32395625
MS Dhoni,R Bhatia,0,7,21,24,21.0,87.5,0.678125
MS Dhoni,Iqbal Abdulla,0,5,34,31,34.0,109.677,0.8979812500000002
MS Dhoni,M Morkel,0,3,34,13,34.0,261.538,1.8471125000000002
MS Dhoni,R Sathish,0,1,1,1,1.0,100.0,0.63125
MS Dhoni,NLTC Perera,0,2,10,6,10.0,166.667,1.10416875
MS Dhoni,KJ Abbott,0,1,1,1,1.0,100.0,0.63125
MS Dhoni,Gurkeerat Singh,0,1,1,1,1.0,100.0,0.63125
MS Dhoni,PV Tambe,0,4,11,14,11.0,78.571,0.55981875
MS Dhoni,V Kohli,0,2,12,9,12.0,133.333,0.90833125
MS Dhoni,RP Singh,0,7,44,35,44.0,125.714,1.0607125
MS Dhoni,GB Hogg,0,1,0,1,0.0,0.0,0.0
MS Dhoni,Parvez Rasool,0,1,6,8,6.0,75.0,0.50625
MS Dhoni,JA Morkel,0,2,7,6,7.0,116.667,0.77291875
MS Dhoni,D Wiese,0,3,13,11,13.0,118.182,0.8198875000000001
MS Dhoni,A Ashish Reddy,0,3,27,16,27.0,168.75,1.2234375
MS Dhoni,S Ladda,0,1,9,5,9.0,180.0,1.18125
MS Dhoni,MA Starc,0,3,23,14,23.0,164.286,1.1705375
MS Dhoni,Azhar Mahmood,0,1,0,3,0.0,0.0,0.0
MS Dhoni,BE Hendricks,0,1,5,5,5.0,100.0,0.65625
MS Dhoni,GS Sandhu,0,1,6,4,6.0,150.0,0.975
MS Dhoni,RS Bopara,0,1,17,11,17.0,154.545,1.07215625
MS Dhoni,J Botha,0,2,8,8,8.0,100.0,0.675
MS Dhoni,M de Lange,0,2,23,9,23.0,255.556,1.7409750000000002
MS Dhoni,Karanveer Singh,0,2,18,14,18.0,128.571,0.91606875
MS Dhoni,J Theron,0,1,22,13,22.0,169.231,1.19519375
MS Dhoni,DJ Muthuswami,0,1,1,3,1.0,33.333,0.21458125
MS Dhoni,AN Ahmed,0,2,13,6,13.0,216.667,1.43541875
MS Dhoni,DJG Sammy,0,2,12,9,12.0,133.333,0.90833125
MS Dhoni,PP Ojha,0,12,98,100,98.0,98.0,1.225
MS Dhoni,L Balaji,0,5,44,25,44.0,176.0,1.375
MS Dhoni,P Awana,0,3,20,15,20.0,133.333,0.95833125
MS Dhoni,KK Cooper,0,4,23,19,23.0,121.053,0.90033125
MS Dhoni,R Rampaul,0,2,21,10,21.0,210.0,1.44375
MS Dhoni,WD Parnell,0,1,0,2,0.0,0.0,0.0
MS Dhoni,M Muralitharan,0,3,11,7,11.0,157.143,1.05089375
MS Dhoni,Y Venugopal Rao,0,1,10,9,10.0,111.111,0.75694375
MS Dhoni,DJ Hussey,0,2,9,5,9.0,180.0,1.18125
MS Dhoni,JH Kallis,0,10,47,39,47.0,120.513,1.04695625
MS Dhoni,LR Shukla,0,3,37,19,37.0,194.737,1.44835625
MS Dhoni,M Kartik,0,7,46,37,46.0,124.324,1.0645250000000002
MS Dhoni,R Sharma,0,4,21,19,21.0,110.526,0.8220375000000001
MS Dhoni,SK Trivedi,0,6,38,33,38.0,115.152,0.9571999999999999
MS Dhoni,BJ Hodge,0,1,3,4,3.0,75.0,0.4875
MS Dhoni,RE van der Merwe,0,4,32,38,32.0,84.211,0.72631875
MS Dhoni,LJ Wright,0,1,10,2,10.0,500.0,3.1875
MS Dhoni,RV Gomez,0,1,1,1,1.0,100.0,0.63125
MS Dhoni,Harmeet Singh,0,2,15,13,15.0,115.385,0.8149062499999999
MS Dhoni,BA Bhatt,0,2,1,3,1.0,33.333,0.21458125
MS Dhoni,AB Agarkar,0,4,46,32,46.0,143.75,1.1859375
MS Dhoni,A Mithun,0,2,34,15,34.0,226.667,1.6291687500000003
MS Dhoni,BAW Mendis,0,1,10,10,10.0,100.0,0.6875
MS Dhoni,J Syed Mohammad,0,2,5,6,5.0,83.333,0.55208125
MS Dhoni,S Sreesanth,0,3,7,9,7.0,77.778,0.5298625
MS Dhoni,R McLaren,0,1,13,8,13.0,162.5,1.096875
MS Dhoni,SW Tait,0,1,0,1,0.0,0.0,0.0
MS Dhoni,S Narwal,0,1,8,5,8.0,160.0,1.05
MS Dhoni,TL Suman,0,2,12,10,12.0,120.0,0.825
MS Dhoni,B Lee,0,1,17,8,17.0,212.5,1.434375
MS Dhoni,DP Nannes,0,2,0,3,0.0,0.0,0.0
MS Dhoni,AD Mascarenhas,0,1,3,2,3.0,150.0,0.95625
MS Dhoni,V Sehwag,0,2,14,11,14.0,127.273,0.88295625
MS Dhoni,AB McDonald,0,1,11,4,11.0,275.0,1.7875
MS Dhoni,RJ Harris,0,2,26,12,26.0,216.667,1.51666875
MS Dhoni,Sunny Gupta,0,1,14,4,14.0,350.0,2.275
MS Dhoni,JEC Franklin,0,2,12,6,12.0,200.0,1.325
MS Dhoni,V Pratap Singh,0,1,1,2,1.0,50.0,0.31875
MS Dhoni,VY Mahesh,0,2,5,10,5.0,50.0,0.34375
MS Dhoni,AC Thomas,0,1,2,2,2.0,100.0,0.6375
MS Dhoni,Pankaj Singh,0,1,2,3,2.0,66.667,0.42916875
MS Dhoni,RJ Peterson,0,1,15,6,15.0,250.0,1.65625
MS Dhoni,DL Vettori,0,6,24,28,24.0,85.714,0.6857125
MS Dhoni,A Singh,0,2,11,3,11.0,366.667,2.36041875
MS Dhoni,KP Pietersen,0,1,3,4,3.0,75.0,0.4875
MS Dhoni,RR Bhatkal,0,1,14,5,14.0,280.0,1.8375
MS Dhoni,SK Warne,0,5,12,16,12.0,75.0,0.54375
MS Dhoni,JR Hopes,0,2,20,16,20.0,125.0,0.90625
MS Dhoni,LRPL Taylor,0,1,8,4,8.0,200.0,1.3
MS Dhoni,A Symonds,0,3,15,16,15.0,93.75,0.6796875
MS Dhoni,B Akhil,0,1,3,5,3.0,60.0,0.39375
MS Dhoni,Kamran Khan,0,1,9,5,9.0,180.0,1.18125
MS Dhoni,SB Styris,0,2,15,11,15.0,136.364,0.946025
MS Dhoni,CRD Fernando,0,1,3,6,3.0,50.0,0.33125
MS Dhoni,A Kumble,0,5,23,27,23.0,85.185,0.67615625
MS Dhoni,SE Bond,0,1,20,7,20.0,285.714,1.9107125
MS Dhoni,WPUJC Vaas,0,1,3,3,3.0,100.0,0.64375
MS Dhoni,VRV Singh,0,3,31,17,31.0,182.353,1.33345625
MS Dhoni,AC Voges,0,1,2,2,2.0,100.0,0.6375
MS Dhoni,ST Jayasuriya,0,1,12,9,12.0,133.333,0.90833125
MS Dhoni,Jaskaran Singh,0,1,8,4,8.0,200.0,1.3
MS Dhoni,K Goel,0,1,11,4,11.0,275.0,1.7875
MS Dhoni,C Nanda,0,1,4,8,4.0,50.0,0.3375
MS Dhoni,Shoaib Ahmed,0,2,5,10,5.0,50.0,0.34375
MS Dhoni,RR Raje,0,1,9,8,9.0,112.5,0.759375
MS Dhoni,Sohail Tanvir,0,2,16,8,16.0,200.0,1.35
MS Dhoni,GD McGrath,0,2,14,13,14.0,107.692,0.760575
MS Dhoni,Mohammad Asif,0,2,21,16,21.0,131.25,0.9515625
MS Dhoni,DP Vijaykumar,0,1,4,4,4.0,100.0,0.65
MS Dhoni,Shahid Afridi,0,2,9,7,9.0,128.571,0.85981875
MS Dhoni,PM Sarvesh Kumar,0,1,8,3,8.0,266.667,1.7166687499999997
MS Dhoni,SM Pollock,0,1,0,6,0.0,0.0,0.0
MS Dhoni,SB Bangar,0,1,8,9,8.0,88.889,0.60555625
MS Dhoni,DJ Thornely,0,1,9,7,9.0,128.571,0.85981875
MS Dhoni,Shoaib Malik,0,1,1,2,1.0,50.0,0.31875
MS Dhoni,Mohammad Hafeez,0,1,3,4,3.0,75.0,0.4875
MS Dhoni,MA Khote,0,1,10,6,10.0,166.667,1.10416875
Simarjeet Singh,OC McCoy,0,1,3,3,3.0,100.0,0.64375
Simarjeet Singh,JR Hazlewood,0,1,2,2,2.0,100.0,0.6375
Simarjeet Singh,K Kartikeya,0,1,2,3,2.0,66.667,0.42916875
MJ Santner,Mohammed Shami,0,1,1,1,1.0,100.0,0.63125
MJ Santner,HH Pandya,0,1,2,4,2.0,50.0,0.325
MJ Santner,OC McCoy,0,1,1,2,1.0,50.0,0.31875
MJ Santner,Arshdeep Singh,0,1,4,2,4.0,200.0,1.275
MJ Santner,K Rabada,0,1,1,5,1.0,20.0,0.13125
MJ Santner,DR Sams,0,1,8,7,8.0,114.286,0.7642875
MJ Santner,JJ Bumrah,0,2,5,9,5.0,55.556,0.378475
MJ Santner,R Dhawan,0,1,2,7,2.0,28.571,0.19106875
MJ Santner,RD Chahar,0,1,2,3,2.0,66.667,0.42916875
MJ Santner,AS Roy,0,1,2,4,2.0,50.0,0.325
MJ Santner,Sandeep Sharma,0,1,2,2,2.0,100.0,0.6375
MJ Santner,BA Stokes,0,1,10,4,10.0,250.0,1.625
MJ Santner,SL Malinga,0,1,14,5,14.0,280.0,1.8375
R Tewatia,Mohammed Shami,0,3,11,10,11.0,110.0,0.75625
R Tewatia,LH Ferguson,0,1,12,10,12.0,120.0,0.825
R Tewatia,Rashid Khan,0,1,12,5,12.0,240.0,1.575
R Tewatia,TA Boult,0,1,3,3,3.0,100.0,0.64375
R Tewatia,M Prasidh Krishna,0,1,1,2,1.0,50.0,0.31875
R Tewatia,YS Chahal,0,2,3,4,3.0,75.0,0.4875
R Tewatia,R Ashwin,0,6,8,17,8.0,47.059,0.34411875
R Tewatia,Mohammed Siraj,0,4,25,20,25.0,125.0,0.9375
R Tewatia,JR Hazlewood,0,2,17,7,17.0,242.857,1.6241062499999999
R Tewatia,GJ Maxwell,0,1,3,7,3.0,42.857,0.28660625
R Tewatia,Shahbaz Ahmed,0,1,2,3,2.0,66.667,0.42916875
R Tewatia,HV Patel,0,3,40,22,40.0,181.818,1.3863625000000002
R Tewatia,PWH de Silva,0,2,4,5,4.0,80.0,0.525
R Tewatia,Mohsin Khan,0,1,3,4,3.0,75.0,0.4875
R Tewatia,PVD Chameera,0,2,6,6,6.0,100.0,0.6625
R Tewatia,KH Pandya,0,1,2,3,2.0,66.667,0.42916875
R Tewatia,Avesh Khan,0,4,13,12,13.0,108.333,0.75833125
R Tewatia,Ravi Bishnoi,0,2,23,18,23.0,127.778,0.9423625000000001
R Tewatia,LS Livingstone,0,1,1,2,1.0,50.0,0.31875
R Tewatia,Arshdeep Singh,0,2,3,5,3.0,60.0,0.39375
R Tewatia,K Rabada,0,5,20,18,20.0,111.111,0.8194437499999999
R Tewatia,B Kumar,0,2,8,5,8.0,160.0,1.05
R Tewatia,Washington Sundar,0,1,6,4,6.0,150.0,0.975
R Tewatia,Umran Malik,0,1,7,5,7.0,140.0,0.91875
R Tewatia,DR Sams,0,1,1,2,1.0,50.0,0.31875
R Tewatia,JJ Bumrah,0,3,9,6,9.0,150.0,0.99375
R Tewatia,RP Meredith,0,2,1,2,1.0,50.0,0.31875
R Tewatia,KK Ahmed,0,2,10,8,10.0,125.0,0.84375
R Tewatia,A Nortje,0,3,20,20,20.0,100.0,0.75
R Tewatia,SN Thakur,0,3,11,8,11.0,137.5,0.928125
R Tewatia,Kuldeep Yadav,0,1,1,1,1.0,100.0,0.63125
R Tewatia,AR Patel,0,3,12,13,12.0,92.308,0.6519250000000001
R Tewatia,MM Ali,0,2,6,10,6.0,60.0,0.4125
R Tewatia,S Kaul,0,1,0,1,0.0,0.0,0.0
R Tewatia,TG Southee,0,1,2,2,2.0,100.0,0.6375
R Tewatia,SP Narine,0,3,23,16,23.0,143.75,1.0421875
R Tewatia,CV Varun,0,4,20,27,20.0,74.074,0.5879624999999999
R Tewatia,AD Russell,0,1,4,2,4.0,200.0,1.275
R Tewatia,JO Holder,0,2,13,8,13.0,162.5,1.096875
R Tewatia,MP Stoinis,0,1,2,2,2.0,100.0,0.6375
R Tewatia,T Natarajan,0,4,40,23,40.0,173.913,1.33695625
R Tewatia,R Dhawan,0,1,3,5,3.0,60.0,0.39375
R Tewatia,RD Chahar,0,1,3,2,3.0,150.0,0.95625
R Tewatia,M Jansen,0,1,7,2,7.0,350.0,2.23125
R Tewatia,DJ Bravo,0,4,25,19,25.0,131.579,0.9786187500000001
R Tewatia,KA Pollard,0,2,4,4,4.0,100.0,0.65
R Tewatia,PJ Cummins,0,1,3,4,3.0,75.0,0.4875
R Tewatia,Shivam Mavi,0,3,28,20,28.0,140.0,1.05
R Tewatia,Sandeep Sharma,0,2,15,11,15.0,136.364,0.946025
R Tewatia,RA Jadeja,0,2,4,7,4.0,57.143,0.38214375
R Tewatia,Mustafizur Rahman,0,1,0,1,0.0,0.0,0.0
R Tewatia,OF Smith,0,1,13,3,13.0,433.333,2.7895812500000003
R Tewatia,JDS Neesham,0,2,9,14,9.0,64.286,0.4580375
R Tewatia,V Shankar,0,1,2,4,2.0,50.0,0.325
R Tewatia,Rasikh Salam,0,1,1,1,1.0,100.0,0.63125
R Tewatia,AJ Tye,0,2,6,11,6.0,54.545,0.37840625
R Tewatia,Navdeep Saini,0,2,23,11,23.0,209.091,1.45056875
R Tewatia,DJ Hooda,0,1,14,7,14.0,200.0,1.3375
R Tewatia,TU Deshpande,0,1,4,6,4.0,66.667,0.44166875
R Tewatia,NM Coulter-Nile,0,1,0,2,0.0,0.0,0.0
R Tewatia,KL Nagarkoti,0,2,18,11,18.0,163.636,1.135225
R Tewatia,TK Curran,0,2,11,11,11.0,100.0,0.69375
R Tewatia,J Yadav,0,1,1,4,1.0,25.0,0.1625
R Tewatia,CH Morris,0,1,2,2,2.0,100.0,0.6375
R Tewatia,KA Jamieson,0,1,3,3,3.0,100.0,0.64375
R Tewatia,SM Curran,0,2,1,2,1.0,50.0,0.31875
R Tewatia,Mohammad Nabi,0,1,1,3,1.0,33.333,0.21458125
R Tewatia,PP Chawla,0,1,3,3,3.0,100.0,0.64375
R Tewatia,L Ngidi,0,2,9,8,9.0,112.5,0.759375
R Tewatia,KW Richardson,0,1,3,3,3.0,100.0,0.64375
R Tewatia,CR Woakes,0,2,18,9,18.0,200.0,1.3625
R Tewatia,JA Richardson,0,1,1,1,1.0,100.0,0.63125
R Tewatia,Mujeeb Ur Rahman,0,2,7,5,7.0,140.0,0.91875
R Tewatia,BA Stokes,0,1,4,2,4.0,200.0,1.275
R Tewatia,JL Pattinson,0,1,4,3,4.0,133.333,0.85833125
R Tewatia,I Udana,0,2,15,6,15.0,250.0,1.65625
R Tewatia,SS Cottrell,0,1,30,6,30.0,500.0,3.3125
R Tewatia,AS Rajpoot,0,1,6,4,6.0,150.0,0.975
R Tewatia,BB Sran,0,1,17,10,17.0,170.0,1.16875
R Tewatia,CJ Anderson,0,1,4,3,4.0,133.333,0.85833125
R Tewatia,Karanveer Singh,0,1,6,4,6.0,150.0,0.975
R Tewatia,L Balaji,0,1,2,3,2.0,66.667,0.42916875
Rashid Khan,Mohammed Shami,0,2,3,3,3.0,100.0,0.64375
Rashid Khan,TA Boult,0,1,0,1,0.0,0.0,0.0
Rashid Khan,M Prasidh Krishna,0,2,22,7,22.0,314.286,2.1017875
Rashid Khan,R Ashwin,0,1,10,5,10.0,200.0,1.3125
Rashid Khan,Mohammed Siraj,0,3,16,11,16.0,145.455,1.0090937500000001
Rashid Khan,JR Hazlewood,0,2,9,4,9.0,225.0,1.4625
Rashid Khan,HV Patel,0,2,8,8,8.0,100.0,0.675
Rashid Khan,KH Pandya,0,1,4,3,4.0,133.333,0.85833125
Rashid Khan,Avesh Khan,0,1,3,6,3.0,50.0,0.33125
Rashid Khan,AS Joseph,0,1,0,1,0.0,0.0,0.0
Rashid Khan,Arshdeep Singh,0,2,1,3,1.0,33.333,0.21458125
Rashid Khan,K Rabada,0,3,11,7,11.0,157.143,1.05089375
Rashid Khan,B Kumar,0,1,11,5,11.0,220.0,1.44375
Rashid Khan,DR Sams,0,1,1,1,1.0,100.0,0.63125
Rashid Khan,JJ Bumrah,0,5,3,7,3.0,42.857,0.28660625
Rashid Khan,M Markande,0,1,1,4,1.0,25.0,0.1625
Rashid Khan,A Nortje,0,1,3,5,3.0,60.0,0.39375
Rashid Khan,SN Thakur,0,3,17,12,17.0,141.667,0.99166875
Rashid Khan,AR Patel,0,2,6,5,6.0,120.0,0.7875
Rashid Khan,S Kaul,0,1,11,3,11.0,366.667,2.36041875
Rashid Khan,TG Southee,0,3,4,7,4.0,57.143,0.38214375
Rashid Khan,CV Varun,0,1,1,1,1.0,100.0,0.63125
Rashid Khan,AD Russell,0,1,1,2,1.0,50.0,0.31875
Rashid Khan,T Natarajan,0,2,2,3,2.0,66.667,0.42916875
Rashid Khan,M Jansen,0,1,18,4,18.0,450.0,2.925
Rashid Khan,DJ Bravo,0,3,26,18,26.0,144.444,1.065275
Rashid Khan,M Theekshana,0,1,2,3,2.0,66.667,0.42916875
Rashid Khan,KA Pollard,0,1,2,6,2.0,33.333,0.22083124999999998
Rashid Khan,Shivam Mavi,0,2,16,7,16.0,228.571,1.52856875
Rashid Khan,Sandeep Sharma,0,1,6,1,6.0,600.0,3.7875
Rashid Khan,S Gopal,0,1,1,1,1.0,100.0,0.63125
Rashid Khan,Mustafizur Rahman,0,2,0,4,0.0,0.0,0.0
Rashid Khan,JD Unadkat,0,4,7,8,7.0,87.5,0.590625
Rashid Khan,CJ Jordan,0,2,25,8,25.0,312.5,2.109375
Rashid Khan,Navdeep Saini,0,1,1,4,1.0,25.0,0.1625
Rashid Khan,VR Aaron,0,1,13,5,13.0,260.0,1.70625
Rashid Khan,S Dube,0,1,5,2,5.0,250.0,1.59375
Rashid Khan,NM Coulter-Nile,0,1,9,4,9.0,225.0,1.4625
Rashid Khan,DL Chahar,0,1,6,4,6.0,150.0,0.975
Rashid Khan,CH Morris,0,1,0,1,0.0,0.0,0.0
Rashid Khan,BA Stokes,0,1,3,3,3.0,100.0,0.64375
Rashid Khan,JC Archer,0,2,12,8,12.0,150.0,1.0125
Rashid Khan,KV Sharma,0,1,11,3,11.0,366.667,2.36041875
Rashid Khan,SL Malinga,0,1,1,2,1.0,50.0,0.31875
Rashid Khan,KMA Paul,0,1,0,1,0.0,0.0,0.0
Rashid Khan,K Khejroliya,0,1,1,2,1.0,50.0,0.31875
Rashid Khan,O Thomas,0,1,0,1,0.0,0.0,0.0
VR Iyer,Mohammed Shami,0,2,8,8,8.0,100.0,0.675
VR Iyer,Yash Dayal,0,1,2,5,2.0,40.0,0.2625
VR Iyer,Rashid Khan,0,1,9,9,9.0,100.0,0.68125
VR Iyer,TA Boult,0,2,14,8,14.0,175.0,1.18125
VR Iyer,YS Chahal,0,3,17,11,17.0,154.545,1.07215625
VR Iyer,OC McCoy,0,1,2,2,2.0,100.0,0.6375
VR Iyer,R Ashwin,0,3,15,17,15.0,88.235,0.64521875
VR Iyer,Mohammed Siraj,0,3,19,25,19.0,76.0,0.59375
VR Iyer,JR Hazlewood,0,2,22,13,22.0,169.231,1.19519375
VR Iyer,GJ Maxwell,0,1,4,5,4.0,80.0,0.525
VR Iyer,HV Patel,0,2,9,12,9.0,75.0,0.525
VR Iyer,PWH de Silva,0,1,9,5,9.0,180.0,1.18125
VR Iyer,Mohsin Khan,0,1,0,4,0.0,0.0,0.0
VR Iyer,KH Pandya,0,1,9,7,9.0,128.571,0.85981875
VR Iyer,Avesh Khan,0,1,10,6,10.0,166.667,1.10416875
VR Iyer,Ravi Bishnoi,0,1,12,13,12.0,92.308,0.6519250000000001
VR Iyer,AS Joseph,0,1,1,1,1.0,100.0,0.63125
VR Iyer,Arshdeep Singh,0,2,7,7,7.0,100.0,0.66875
VR Iyer,K Rabada,0,2,14,12,14.0,116.667,0.81666875
VR Iyer,NT Ellis,0,1,20,13,20.0,153.846,1.0865375
VR Iyer,B Kumar,0,3,14,18,14.0,77.778,0.5736125000000001
VR Iyer,Umran Malik,0,1,3,3,3.0,100.0,0.64375
VR Iyer,DR Sams,0,2,21,15,21.0,140.0,1.00625
VR Iyer,JJ Bumrah,0,3,16,17,16.0,94.118,0.6882375
VR Iyer,RP Meredith,0,1,11,5,11.0,220.0,1.44375
VR Iyer,KK Ahmed,0,1,4,2,4.0,200.0,1.275
VR Iyer,A Nortje,0,2,14,14,14.0,100.0,0.7125
VR Iyer,SN Thakur,0,4,25,12,25.0,208.333,1.45833125
VR Iyer,AR Patel,0,3,18,16,18.0,112.5,0.815625
VR Iyer,MJ Santner,0,1,3,2,3.0,150.0,0.95625
VR Iyer,JO Holder,0,1,2,4,2.0,50.0,0.325
VR Iyer,T Natarajan,0,1,0,1,0.0,0.0,0.0
VR Iyer,RD Chahar,0,1,9,7,9.0,128.571,0.85981875
VR Iyer,Lalit Yadav,0,1,1,2,1.0,50.0,0.31875
VR Iyer,M Jansen,0,2,2,9,2.0,22.222,0.1513875
VR Iyer,K Kartikeya,0,1,12,4,12.0,300.0,1.95
VR Iyer,DJ Bravo,0,2,5,10,5.0,50.0,0.34375
VR Iyer,C Sakariya,0,2,7,8,7.0,87.5,0.590625
VR Iyer,M Ashwin,0,2,19,12,19.0,158.333,1.10833125
VR Iyer,R Tewatia,0,1,1,2,1.0,50.0,0.31875
VR Iyer,RA Jadeja,0,1,14,5,14.0,280.0,1.8375
VR Iyer,Mustafizur Rahman,0,3,3,8,3.0,37.5,0.253125
VR Iyer,JD Unadkat,0,1,21,15,21.0,140.0,1.00625
VR Iyer,OF Smith,0,1,0,1,0.0,0.0,0.0
VR Iyer,Tilak Varma,0,1,5,4,5.0,125.0,0.8125
VR Iyer,TS Mills,0,1,10,5,10.0,200.0,1.3125
VR Iyer,FA Allen,0,1,26,15,26.0,173.333,1.24583125
VR Iyer,Basil Thampi,0,1,6,11,6.0,54.545,0.37840625
VR Iyer,Akash Deep,0,1,0,1,0.0,0.0,0.0
VR Iyer,DJ Willey,0,1,4,7,4.0,57.143,0.38214375
VR Iyer,TU Deshpande,0,1,11,6,11.0,183.333,1.21458125
VR Iyer,S Dube,0,1,3,3,3.0,100.0,0.64375
VR Iyer,AF Milne,0,2,19,13,19.0,146.154,1.0322125
VR Iyer,DL Chahar,0,2,16,13,16.0,123.077,0.86923125
VR Iyer,GHS Garton,0,1,8,5,8.0,160.0,1.05
VR Iyer,CH Morris,0,1,6,9,6.0,66.667,0.45416875
VR Iyer,KA Jamieson,0,1,7,2,7.0,350.0,2.23125
VR Iyer,SM Curran,0,1,3,5,3.0,60.0,0.39375
N Rana,Mohammed Shami,0,4,8,14,8.0,57.143,0.40714375
N Rana,LH Ferguson,0,1,0,2,0.0,0.0,0.0
N Rana,Rashid Khan,0,7,75,66,75.0,113.636,1.1789749999999999
N Rana,HH Pandya,0,3,30,21,30.0,142.857,1.08035625
N Rana,TA Boult,0,5,45,27,45.0,166.667,1.32291875
N Rana,M Prasidh Krishna,0,1,4,7,4.0,57.143,0.38214375
N Rana,YS Chahal,0,12,81,70,81.0,115.714,1.2294625
N Rana,R Ashwin,0,7,99,54,99.0,183.333,1.7645812499999998
N Rana,Mohammed Siraj,0,6,33,22,33.0,150.0,1.14375
N Rana,JR Hazlewood,0,1,13,8,13.0,162.5,1.096875
N Rana,GJ Maxwell,0,3,15,10,15.0,150.0,1.03125
N Rana,HV Patel,0,3,23,20,23.0,115.0,0.8625
N Rana,Mohsin Khan,0,1,5,4,5.0,125.0,0.8125
N Rana,PVD Chameera,0,1,0,2,0.0,0.0,0.0
N Rana,KH Pandya,0,4,17,15,17.0,113.333,0.81458125
N Rana,Avesh Khan,0,5,29,24,29.0,120.833,0.93645625
N Rana,Ravi Bishnoi,0,2,10,8,10.0,125.0,0.84375
N Rana,AS Joseph,0,1,1,2,1.0,50.0,0.31875
N Rana,Arshdeep Singh,0,2,13,6,13.0,216.667,1.43541875
N Rana,K Rabada,0,6,22,26,22.0,84.615,0.66634375
N Rana,NT Ellis,0,1,9,4,9.0,225.0,1.4625
N Rana,B Kumar,0,9,39,35,39.0,111.429,0.94018125
N Rana,Washington Sundar,0,5,23,19,23.0,121.053,0.90033125
N Rana,J Suchith,0,1,9,8,9.0,112.5,0.759375
N Rana,Umran Malik,0,3,16,21,16.0,76.19,0.5761875
N Rana,DR Sams,0,1,2,6,2.0,33.333,0.22083124999999998
N Rana,JJ Bumrah,0,7,16,22,16.0,72.727,0.55454375
N Rana,M Markande,0,2,17,12,17.0,141.667,0.99166875
N Rana,RP Meredith,0,1,1,1,1.0,100.0,0.63125
N Rana,KK Ahmed,0,4,28,16,28.0,175.0,1.26875
N Rana,A Nortje,0,4,22,22,22.0,100.0,0.7625
N Rana,SN Thakur,0,6,29,25,29.0,116.0,0.90625
N Rana,Kuldeep Yadav,0,3,36,21,36.0,171.429,1.29643125
N Rana,AR Patel,0,10,37,32,37.0,115.625,0.95390625
N Rana,MJ Santner,0,3,36,17,36.0,211.765,1.54853125
N Rana,MM Ali,0,1,7,3,7.0,233.333,1.50208125
N Rana,S Kaul,0,5,12,17,12.0,70.588,0.5161749999999999
N Rana,UT Yadav,0,1,7,10,7.0,70.0,0.48125
N Rana,TG Southee,0,1,2,4,2.0,50.0,0.325
N Rana,SP Narine,0,1,3,4,3.0,75.0,0.4875
N Rana,CV Varun,0,1,0,5,0.0,0.0,0.0
N Rana,JO Holder,0,3,10,10,10.0,100.0,0.6875
N Rana,K Gowtham,0,4,29,15,29.0,193.333,1.38958125
N Rana,MP Stoinis,0,6,68,47,68.0,144.681,1.32925625
N Rana,T Natarajan,0,4,57,31,57.0,183.871,1.50544375
N Rana,RD Chahar,0,3,25,19,25.0,131.579,0.9786187500000001
N Rana,Lalit Yadav,0,3,49,23,49.0,213.043,1.63776875
N Rana,M Jansen,0,3,11,11,11.0,100.0,0.69375
N Rana,K Kartikeya,0,1,17,6,17.0,283.333,1.8770812500000003
N Rana,DJ Bravo,0,3,15,19,15.0,78.947,0.58716875
N Rana,C Sakariya,0,2,7,10,7.0,70.0,0.48125
N Rana,KR Sen,0,1,6,5,6.0,120.0,0.7875
N Rana,M Ashwin,0,3,14,13,14.0,107.692,0.760575
N Rana,KA Pollard,0,3,34,22,34.0,154.545,1.1784062499999999
N Rana,PJ Cummins,0,1,0,2,0.0,0.0,0.0
N Rana,Sandeep Sharma,0,5,71,42,71.0,169.048,1.5003
N Rana,R Tewatia,0,5,17,16,17.0,106.25,0.7703125
N Rana,S Gopal,0,3,8,13,8.0,61.538,0.43461249999999996
N Rana,RA Jadeja,0,6,54,39,54.0,138.462,1.2028874999999999
N Rana,Shashank Singh,0,1,7,5,7.0,140.0,0.91875
N Rana,Mustafizur Rahman,0,4,17,19,17.0,89.474,0.6654625000000001
N Rana,JD Unadkat,0,3,24,19,24.0,126.316,0.9394750000000001
N Rana,R Parag,0,2,16,7,16.0,228.571,1.52856875
N Rana,TS Mills,0,2,13,7,13.0,185.714,1.2419625
N Rana,FA Allen,0,1,2,2,2.0,100.0,0.6375
N Rana,V Shankar,0,3,21,15,21.0,140.0,1.00625
N Rana,Basil Thampi,0,1,14,9,14.0,155.556,1.059725
N Rana,Akash Deep,0,1,10,5,10.0,200.0,1.3125
N Rana,R Powell,0,1,9,4,9.0,225.0,1.4625
N Rana,AJ Tye,0,3,12,14,12.0,85.714,0.6107125
N Rana,Navdeep Saini,0,2,20,10,20.0,200.0,1.375
N Rana,VR Aaron,0,2,9,13,9.0,69.231,0.48894374999999995
N Rana,DJ Hooda,0,1,15,8,15.0,187.5,1.265625
N Rana,TU Deshpande,0,1,13,8,13.0,162.5,1.096875
N Rana,S Dube,0,1,10,5,10.0,200.0,1.3125
N Rana,NM Coulter-Nile,0,1,0,1,0.0,0.0,0.0
N Rana,AF Milne,0,1,3,3,3.0,100.0,0.64375
N Rana,Shakib Al Hasan,0,3,14,8,14.0,175.0,1.18125
